Fecha,Lugar,I. CRIMINALIDAD CONVENCIONAL,1. Homicidios dolosos y asesinatos consumados,2. Homicidios dolosos y asesinatos en grado tentativa,3. Delitos graves y menos graves de lesiones y riña tumultuaria,4. Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6. Robos con violencia e intimidación,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8. Hurtos,9. Sustracciones de vehículos,10. Tráfico de drogas,11. Resto de criminalidad convencional,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),12.-Estafas informáticas,13.-Otros ciberdelitos,III. TOTAL INFRACCIONES PENALES
2024,ANDALUCÍA,328139,80,266,5498,27,3155,625,2530,7423,18231,12790,92545,6075,4343,190496,81559,71327,10232,409698
2024,Provincia de ALMERÍA,28209,16,19,582,2,315,66,249,737,1491,1151,6631,341,467,17608,5915,5222,693,34124
2024,04003 Adra,1010,0,0,15,0,9,2,7,9,41,32,262,9,16,649,139,115,24,1149
2024,04013 Almería,7922,5,3,133,1,88,18,70,287,276,205,2503,139,181,4306,1945,1786,159,9867
2024,04902 Ejido (El),3595,0,2,80,0,39,5,34,71,115,81,737,43,65,2443,469,418,51,4064
2024,04053 Huércal-Overa,511,0,0,17,0,7,2,5,17,51,39,108,2,10,299,175,164,11,686
2024,04066 Níjar,1533,1,0,60,0,14,3,11,34,65,52,203,12,11,1133,188,158,30,1721
2024,04079 Roquetas de Mar,5392,4,1,103,0,60,11,49,211,268,231,1350,36,65,3294,1018,872,146,6410
2024,04102 Vícar,1174,1,1,22,0,11,6,5,14,57,41,262,15,33,758,195,170,25,1369
2024,Provincia de CÁDIZ,44335,12,27,788,3,420,93,327,745,2119,1406,11614,930,724,26953,12504,10714,1790,56839
2024,11004 Algeciras,4555,0,1,113,0,44,19,25,74,118,70,711,114,239,3141,968,830,138,5523
2024,11006 Arcos de la Frontera,624,0,0,11,0,8,0,8,11,69,53,89,6,9,421,142,106,36,766
2024,11007 Barbate,995,2,1,19,0,10,2,8,11,49,41,212,6,7,678,211,186,25,1206
2024,11008 Barrios (Los),994,0,1,19,0,15,3,12,19,34,23,243,16,10,637,322,291,31,1316
2024,11012 Cádiz,3984,1,0,61,0,27,4,23,81,165,59,1481,108,36,2024,1584,1356,228,5568
2024,11015 Chiclana de la Frontera,3082,0,1,64,0,29,4,25,40,261,198,722,65,37,1863,1051,871,180,4133
2024,11014 Conil de la Frontera,910,0,0,13,0,12,4,8,16,82,67,235,8,8,536,260,225,35,1170
2024,11020 Jerez de la Frontera,8635,1,3,106,2,90,17,73,190,316,211,3002,205,92,4628,2576,2226,350,11211
2024,11022 Línea de la Concepción (La),2139,0,3,63,0,20,8,12,17,29,16,376,34,41,1556,230,196,34,2369
2024,11027 Puerto de Santa María (El),4072,0,5,62,0,36,4,32,74,182,123,1184,77,45,2407,1050,941,109,5122
2024,11028 Puerto Real,957,0,0,6,0,5,0,5,9,31,19,229,18,5,654,394,332,62,1351
2024,11030 Rota,1243,0,1,14,0,22,3,19,19,69,52,307,21,6,784,304,281,23,1547
2024,11031 San Fernando,2797,6,3,31,0,16,7,9,61,61,24,902,70,14,1633,1221,1050,171,4018
2024,11033 San Roque,1426,1,0,35,0,9,0,9,21,74,51,215,18,20,1033,316,263,53,1742
2024,11032 Sanlúcar de Barrameda,2442,1,4,48,1,25,9,16,41,132,83,643,81,67,1399,745,619,126,3187
2024,Provincia de CÓRDOBA,23782,4,19,408,1,233,42,191,370,1389,1098,5867,298,153,15040,7460,6474,986,31242
2024,14013 Cabra,588,0,0,10,0,6,4,2,6,39,36,118,10,6,393,268,206,62,856
2024,14021 Córdoba,13035,3,11,147,1,135,24,111,221,504,372,3838,212,73,7890,3434,2965,469,16469
2024,14038 Lucena,1978,0,1,30,0,18,3,15,38,91,78,422,23,14,1341,454,384,70,2432
2024,14042 Montilla,484,0,0,20,0,5,1,4,3,53,46,81,1,4,317,158,123,35,642
2024,14049 Palma del Río,678,1,0,12,0,8,1,7,14,57,32,157,4,3,422,195,170,25,873
2024,14055 Priego de Córdoba,297,0,0,5,0,1,0,1,1,25,23,65,1,2,197,152,140,12,449
2024,14056 Puente Genil,777,0,1,25,0,2,0,2,24,78,63,169,8,3,467,321,292,29,1098
2024,Provincia de GRANADA,31471,9,41,417,1,298,58,240,671,2011,1561,7954,319,998,18752,9542,8337,1205,41013
2024,18017 Almuñécar,1302,0,1,15,0,24,8,16,20,89,66,299,20,8,826,326,294,32,1628
2024,18021 Armilla,1437,0,1,18,0,8,1,7,15,32,21,799,2,12,550,383,323,60,1820
2024,18022 Atarfe,763,1,1,11,1,4,1,3,15,29,17,112,8,42,539,220,196,24,983
2024,18023 Baza,698,0,0,5,0,4,0,4,13,80,58,158,13,4,421,206,185,21,904
2024,18905 Gabias (Las),640,0,1,1,0,8,2,6,8,71,69,133,2,23,393,273,231,42,913
2024,18087 Granada,10674,2,8,87,0,97,19,78,364,452,317,3731,128,227,5578,2574,2293,281,13248
2024,18122 Loja,478,0,2,5,0,3,0,3,11,28,22,108,1,18,302,165,134,31,643
2024,18127 Maracena,608,0,1,6,0,7,0,7,19,34,22,98,4,26,413,310,267,43,918
2024,18140 Motril,2010,0,1,16,0,33,3,30,34,105,76,449,26,55,1291,520,495,25,2530
2024,Provincia de HUELVA,19636,2,7,416,5,168,28,140,327,1161,881,4818,312,141,12279,3537,3113,424,23173
2024,21002 Aljaraque,377,0,1,5,0,2,1,1,2,36,34,57,7,3,264,182,158,24,559
2024,21005 Almonte,1794,0,0,36,0,15,6,9,34,135,124,497,9,8,1060,179,157,22,1973
2024,21010 Ayamonte,820,0,0,12,0,8,0,8,4,60,54,107,6,12,611,83,74,9,903
2024,21021 Cartaya,1061,0,0,31,0,8,2,6,7,66,52,224,9,5,711,191,182,9,1252
2024,21041 Huelva,6166,1,3,121,2,45,4,41,161,220,107,2046,182,38,3347,1584,1431,153,7750
2024,21042 Isla Cristina,802,0,1,22,1,5,1,4,10,43,30,114,11,10,585,31,24,7,833
2024,21044 Lepe,1807,0,1,36,0,13,2,11,31,122,94,477,16,4,1107,182,160,22,1989
2024,21050 Moguer,798,0,0,31,0,7,4,3,9,42,38,145,8,6,550,84,64,20,882
2024,Provincia de JAÉN,15408,4,22,237,0,167,28,139,172,989,756,3501,157,165,9994,4971,4383,588,20379
2024,23002 Alcalá la Real,490,1,0,13,0,4,1,3,3,42,34,105,2,5,315,229,198,31,719
2024,23005 Andújar,843,0,1,8,0,1,0,1,7,41,31,213,8,12,552,64,59,5,907
2024,23050 Jaén,3496,1,5,29,0,43,8,35,63,150,88,1097,67,40,2001,1149,1010,139,4645
2024,23055 Linares,1469,1,1,19,0,15,3,12,18,63,53,374,30,35,913,322,287,35,1791
2024,23060 Martos,560,0,4,20,0,5,2,3,13,52,44,101,2,3,360,253,232,21,813
2024,23092 Úbeda,760,0,2,8,0,9,1,8,13,51,35,212,5,7,453,277,256,21,1037
2024,Provincia de MÁLAGA,84217,22,64,1133,7,838,175,663,1861,4412,3164,28187,1989,1073,44631,18258,16086,2172,102475
2024,29007 Alhaurín de la Torre,959,0,3,15,0,10,2,8,14,99,81,147,13,21,637,430,401,29,1389
2024,29008 Alhaurín el Grande,674,1,1,21,0,11,2,9,5,77,72,91,8,6,453,187,183,4,861
2024,29015 Antequera,1097,1,1,17,1,9,2,7,9,59,48,236,14,9,741,358,311,47,1455
2024,29025 Benalmádena,3417,1,3,28,0,26,8,18,57,137,82,1107,93,54,1911,974,843,131,4391
2024,29038 Cártama,927,0,1,23,0,11,3,8,22,53,40,111,17,9,680,199,185,14,1126
2024,29042 Coín,813,0,4,23,0,8,1,7,14,58,52,95,10,1,600,167,149,18,980
2024,29051 Estepona,4142,2,3,58,0,30,3,27,74,333,203,996,88,55,2503,939,815,124,5081
2024,29054 Fuengirola,5661,4,7,81,0,72,16,56,164,203,111,2517,164,60,2389,692,588,104,6353
2024,29067 Málaga,30804,6,28,367,1,311,58,253,826,1046,652,13130,800,417,13872,6715,5839,876,37519
2024,29069 Marbella,12022,1,0,135,4,95,23,72,258,684,523,3759,368,151,6567,1781,1507,274,13803
2024,29070 Mijas,4504,1,1,40,1,41,6,35,78,324,278,1100,111,68,2739,1303,1192,111,5807
2024,29075 Nerja,1177,0,0,34,0,13,4,9,47,120,81,388,14,5,556,246,228,18,1423
2024,29082 Rincón de la Victoria,1335,0,0,20,0,16,4,12,24,82,63,299,17,4,873,465,428,37,1800
2024,29084 Ronda,1207,0,0,14,0,10,0,10,11,74,45,435,11,4,648,325,273,52,1532
2024,29901 Torremolinos,4574,1,6,71,0,47,15,32,97,145,99,1597,98,112,2400,963,860,103,5537
