Fecha,Lugar,1.-Homicidios dolosos y asesinatos consumados,2.-Homicidios dolosos y asesinatos en grado tentativa,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,4.-Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6.-Robos con violencia e intimidación,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8.-Hurtos,9.-Sustracciones de vehículos,10.-Tráfico de drogas,11. Resto de criminalidad convencional,III. TOTAL INFRACCIONES PENALES
2019,ANDALUCÍA,82,158,3459,31,2516,261,2255,7344,22455,15352,91398,6543,4297,201671,339954
2019,Provincia de ALMERÍA,9,16,361,3,275,37,238,539,2201,1706,6124,370,451,17281,27630
2019,04013 Almería,4,1,89,0,71,6,65,182,397,297,2173,166,138,4901,8122
2019,04902 Ejido (El),0,3,49,0,34,5,29,75,279,176,682,70,61,2186,3439
2019,04066 Níjar,1,1,28,0,19,4,15,21,124,107,263,3,13,1023,1496
2019,04079 Roquetas de Mar,1,1,70,0,56,9,47,143,281,229,1296,49,85,3378,5360
2019,Provincia de CÁDIZ,11,30,637,2,359,38,321,832,2223,1468,12583,1310,1088,31673,50748
2019,11004 Algeciras,1,9,78,0,50,6,44,129,241,171,1154,171,353,3492,5678
2019,11006 Arcos de la Frontera,0,0,10,0,5,1,4,7,77,58,125,9,10,432,675
2019,11012 Cádiz,0,3,80,0,38,3,35,62,177,63,1763,195,70,2889,5277
2019,11015 Chiclana de la Frontera,1,1,33,1,18,1,17,22,260,221,716,96,35,1895,3078
2019,11020 Jerez de la Frontera,2,3,96,0,60,6,54,247,307,202,2743,227,146,6132,9963
2019,11022 Línea de la Concepción (La),1,6,50,0,24,4,20,44,34,19,446,69,67,1923,2664
2019,11027 Puerto de Santa María (El),0,0,37,0,33,0,33,66,171,91,1221,115,50,2516,4209
2019,11028 Puerto Real,0,0,13,0,8,0,8,14,85,62,353,49,10,1053,1585
2019,11031 San Fernando,1,1,37,0,28,4,24,69,120,68,841,92,16,2459,3664
2019,11033 San Roque,1,0,16,0,9,2,7,15,88,58,237,19,27,1154,1566
2019,11032 Sanlúcar de Barrameda,2,3,20,0,11,1,10,55,103,63,730,123,89,1564,2700
2019,Provincia de CÓRDOBA,7,11,203,2,205,21,184,490,1441,897,6283,288,291,16004,25225
2019,14021 Córdoba,1,5,87,1,120,17,103,352,540,318,4410,230,180,9534,15460
2019,14038 Lucena,0,0,13,0,9,0,9,24,89,48,312,10,9,1132,1598
2019,14056 Puente Genil,0,1,6,0,9,3,6,29,87,58,218,1,17,506,874
2019,Provincia de GRANADA,12,20,330,2,240,32,208,844,2240,1604,8034,433,644,20654,33453
2019,18087 Granada,3,7,114,0,83,9,74,460,571,358,3825,222,121,6041,11447
2019,18140 Motril,1,0,24,0,19,0,19,99,172,128,572,21,31,1711,2650
2019,Provincia de HUELVA,6,9,242,2,179,22,157,292,1633,1255,4113,223,151,12154,19004
2019,21041 Huelva,1,0,54,2,70,8,62,139,289,184,1821,62,39,3697,6174
2019,Provincia de JAÉN,3,8,162,1,143,15,128,279,983,715,3358,217,148,11024,16326
2019,23005 Andújar,0,1,6,0,5,0,5,20,35,25,237,7,4,645,960
2019,23050 Jaén,2,2,37,1,50,5,45,140,284,197,1272,144,15,2807,4754
2019,23055 Linares,0,2,15,0,6,2,4,28,58,42,360,18,24,853,1364
2019,23092 Úbeda,0,2,9,0,9,0,9,8,27,15,182,4,14,601,856
2019,Provincia de MÁLAGA,25,24,829,11,565,42,523,1605,5312,4050,24506,1776,1005,44516,80174
2019,29007 Alhaurín de la Torre,0,0,14,0,3,0,3,7,78,70,218,19,9,854,1202
2019,29015 Antequera,0,1,5,0,9,1,8,14,73,49,292,15,11,814,1234
2019,29025 Benalmádena,0,1,40,0,15,0,15,69,249,148,1031,92,56,2336,3889
2019,29051 Estepona,2,0,27,2,22,4,18,49,376,276,853,41,63,2263,3698
2019,29054 Fuengirola,3,3,61,1,32,2,30,159,235,148,2132,170,101,2486,5383
2019,29067 Málaga,6,10,283,1,209,12,197,702,1063,725,10556,707,345,13562,27444
2019,29069 Marbella,5,2,121,4,67,8,59,217,924,702,3344,339,102,6545,11670
2019,29070 Mijas,3,3,22,1,27,3,24,75,519,466,1050,70,57,3017,4844
2019,29082 Rincón de la Victoria,0,1,5,0,6,0,6,23,125,105,319,11,10,885,1385
2019,29084 Ronda,0,0,8,0,13,2,11,14,50,35,448,8,10,712,1263
2019,29094 Vélez-Málaga,0,1,32,1,39,2,37,43,243,182,902,92,30,1979,3362
2019,29901 Torremolinos,2,1,50,0,25,1,24,122,165,103,1541,94,80,2857,4937
2019,Provincia de SEVILLA,9,40,695,8,550,54,496,2463,6422,3657,26397,1926,519,48365,87394
2019,41004 Alcalá de Guadaíra,0,0,32,1,22,2,20,47,311,230,740,79,17,2253,3502
2019,41034 Coria del Río,0,0,6,0,8,4,4,25,83,64,262,27,5,762,1178
2019,41038 Dos Hermanas,2,3,52,0,31,1,30,117,417,250,1511,131,39,3141,5444
2019,41039 Écija,1,0,12,0,7,1,6,18,57,23,259,18,8,721,1101
2019,41059 Mairena del Aljarafe,0,0,8,0,11,0,11,38,128,88,527,18,9,974,1713
2019,41069 Palacios y Villafranca (Los),0,0,7,0,2,0,2,12,82,52,210,6,13,587,919
2019,41081 Rinconada (La),0,1,23,0,9,0,9,26,118,65,208,19,7,646,1057
2019,41091 Sevilla,3,21,265,4,298,32,266,1804,2705,1137,18174,1454,181,24263,49172
