Fecha,Lugar,1.-Homicidios dolosos y asesinatos consumados,2.-Homicidios dolosos y asesinatos en grado tentativa,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,4.-Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6.-Robos con violencia e intimidación,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8.-Hurtos,9.-Sustracciones de vehículos,10.-Tráfico de drogas,III. TOTAL INFRACCIONES PENALES
2017,ANDALUCÍA,0.00584738096999697,0.0247022012405994,0.349649515144717,0.00179001458265213,0.246306006572934,0.0206448348532546,0.225661171719679,0.915055454651771,2.9497053635997,2.06161946199322,12.3804568594552,1.0447718447413,0.414328708731214,39.8971576955114
2017,Provincia de ALMERÍA,0.00707541829872982,0.0183960875766975,0.451411687458963,0,0.260375393393257,0.0240564222156814,0.236318971177576,0.832069191930627,3.91695157017683,3.19808907102588,11.02916204406,0.721692666470442,0.377827337152173,41.6048746801911
2017,04013 Almería,0.00511799538356816,0.0511799538356816,0.440147602986862,0,0.25078177379484,0.0153539861507045,0.235427787644136,1.22831889205636,2.64600361330474,1.98066421344088,14.4839269354979,1.12084098900143,0.322433709164794,46.2820322536069
2017,04902 Ejido (El),0.0113512531783509,0.0113512531783509,0.681075190701053,0,0.317835088993825,0.0227025063567018,0.295132582637123,0.726480203414457,3.23510715583,2.44051943334544,9.5918089357065,0.63567017798765,0.442698873955685,42.0677442789684
2017,04079 Roquetas de Mar,0,0,0.631941989867507,0,0.342748197894241,0.0535544059209751,0.289193791973266,1.55307777170828,5.92311729485985,5.26975354262395,19.6973104977346,0.867581375919797,0.449857009736191,64.3509741546437
2017,Provincia de CÁDIZ,0.00484091541710537,0.0395341425730272,0.426807375941457,0.00403409618092115,0.231557120784874,0.017750023196053,0.213807097588821,0.702739554716464,2.53583285932703,1.6830249266803,12.4274366949457,1.27477439317108,0.659978135198699,40.4813483563075
2017,11004 Algeciras,0.00825538870497717,0.0908092757547489,0.470557156183699,0.0247661661149315,0.247661661149315,0.0247661661149315,0.222895495034384,1.27958524927146,1.94827173437461,1.37864991373119,11.0869870307843,1.22179752833662,2.58393666465786,41.6649467940198
2017,11006 Arcos de la Frontera,0.0322757641287157,0,0.387309169544589,0,0.0968272923861473,0,0.0968272923861473,0.193654584772295,1.61378820643579,1.06510021624762,5.16412226059452,0.774618339089178,0.419584933673305,24.0131685117645
2017,11012 Cádiz,0,0.0254133911629168,0.465912171320141,0,0.338845215505557,0.0338845215505557,0.304960693955001,0.559094605584169,2.63452155055571,1.10124695039306,20.3900108430469,2.54133911629168,0.288018433179724,47.2773786934129
2017,11015 Chiclana de la Frontera,0.0120267474864098,0,0.240534949728196,0.0120267474864098,0.216481454755376,0.0240534949728196,0.192427959782556,0.493096646942801,4.88285947948237,4.0650406504065,9.24856881704912,1.19064800115457,0.348775677105884,36.9461682782508
2017,11020 Jerez de la Frontera,0.00469670995467675,0.0093934199093535,0.460277575558321,0.00469670995467675,0.234835497733837,0.018786839818707,0.21604865791513,1.11781696921307,2.2215438085621,1.38552943662964,16.1942559237254,1.11312025925839,0.234835497733837,45.1447760843529
2017,11022 Línea de la Concepción (La),0,0.126690526715865,0.775979476134672,0,0.269217369271213,0,0.269217369271213,0.71263421277674,1.77366737402211,1.17188737212175,8.59911950083933,2.12206632249074,1.0293605295664,42.2829632914199
2017,11027 Puerto de Santa María (El),0.0113083795092163,0.0226167590184327,0.497568698405519,0,0.316634626258057,0.0226167590184327,0.294017867239625,0.780278186135927,1.77541558294696,1.15345470994007,17.143503335972,1.0403709148479,0.282709487730408,45.8328621508538
2017,11028 Puerto Real,0,0.0241126543209877,0.192901234567901,0,0.192901234567901,0,0.192901234567901,0.31346450617284,2.04957561728395,1.51909722222222,9.50038580246914,1.27797067901235,0.144675925925926,38.2667824074074
2017,11031 San Fernando,0,0.0209110964733436,0.135922127076733,0,0.261388705916795,0.0104555482366718,0.250933157680123,0.418221929466872,1.369676819004,0.742343924803697,11.7311251215457,1.58924333197411,0.0418221929466872,36.029819223571
2017,11032 Sanlúcar de Barrameda,0.0147841513897102,0.0739207569485512,0.206978119455943,0,0.280898876404494,0.0295683027794205,0.251330573625074,0.768775872264932,3.19337670017741,1.49319929036073,11.9751626256653,1.75931401537552,1.1531638083974,39.4145476049675
2017,Provincia de CÓRDOBA,0.00253736588435448,0.0202989270748358,0.191571124268763,0,0.194108490153117,0.0152241953061269,0.178884294846991,0.716805862330139,2.58811320204156,1.74697641137806,9.17511503782578,0.563295226326694,0.187765075442231,31.5902052602132
2017,14021 Córdoba,0.00613655052222045,0.027614477349992,0.144208937272181,0,0.291486149805471,0.027614477349992,0.263871672455479,1.32856318806073,2.62644362351035,1.73357552252728,15.0100025773512,1.03400876299415,0.211710993016606,44.5851078191927
2017,14038 Lucena,0,0,0.211709910376138,0,0.235233233751264,0.0470466467502529,0.188186587001012,0.776269671379173,2.25823904401214,1.52901601938322,8.35077979816989,0.32932652725177,0.164663263625885,35.543741619816
2017,14056 Puente Genil,0,0.033142213237,0.298279919133,0,0.132568852948,0,0.132568852948,0.961124183872999,5.73360289000099,4.507341000232,10.970072581447,0.430848772081,0.165711066185,40.499784575614
2017,Provincia de GRANADA,0.0109536463593366,0.0131443756312039,0.308892827333291,0.00219072927186731,0.262887512624077,0.0240980219905404,0.238789490633537,0.98582817234029,2.79098909235896,2.08009744363801,10.9700768288756,0.862051968479787,0.681316803550734,37.0956187605292
