Fecha,Lugar,1.-Homicidios dolosos y asesinatos consumados,2.-Homicidios dolosos y asesinatos en grado tentativa,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,4.-Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6.-Robos con violencia e intimidación,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8.-Hurtos,9.-Sustracciones de vehículos,10.-Tráfico de drogas,III. TOTAL INFRACCIONES PENALES
2017-01-01,ANDALUCÍA,0.00226511178267039,0.00739141739608233,0.0803518600799918,0.000596082048071156,0.0500708920379771,0.00584160407109733,0.0442292879668798,0.213039723980631,0.756428119002297,0.511915262883509,2.99531229155756,0.270978899053148,0.0835707031395761,9.47150531103144
2017-01-01,Provincia de ALMERÍA,0.00141985554389696,0.00851913326338179,0.12636714340683,0,0.0567942217558786,0.00709927771948482,0.0496949440363937,0.28539096432329,1.22533533438308,0.95414292549876,2.62389304512159,0.231436453655205,0.041175810773012,10.4700147806962
2017-01-01,04013 Almería,0,0.0154229750918952,0.190216692800041,0,0.0514099169729841,0,0.0514099169729841,0.658046937254196,0.771148754594761,0.48325321954605,3.57813022131969,0.334164460324397,0.0359869418810889,12.3075341233324
2017-01-01,04902 Ejido (El),0.0112673517216513,0.0225347034433027,0.123940868938165,0,0.0788714620515594,0.0112673517216513,0.0676041103299081,0.180277627546422,0.845051379123851,0.608436992969173,2.16333153055706,0.16901027582477,0.033802055164954,9.54344690823869
2017-01-01,04079 Roquetas de Mar,0,0.0108737019518295,0.173979231229272,0,0.0543685097591475,0.021747403903659,0.0326211058554885,0.304463654651226,2.15299298646224,1.90289784157016,5.13238732126352,0.304463654651226,0.065242211710977,16.3214266296961
2017-01-01,Provincia de CÁDIZ,0.000806523809792651,0.00483914285875591,0.0903306666967769,0.00241957142937795,0.0612958095442415,0.00887176190771916,0.0524240476365223,0.175015666725005,0.582310190670294,0.383098809651509,2.89058133429686,0.326642142966024,0.146787333382262,9.4266502888565
2017-01-01,11004 Algeciras,0,0,0.149252493760417,0.00829180520891203,0.0497508312534722,0.0331672208356481,0.0165836104178241,0.290213182311921,0.40629845523669,0.298504987520833,3.09284334292419,0.298504987520833,0.787721494846643,10.7213041351233
2017-01-01,11006 Arcos de la Frontera,0,0,0.128559490904416,0,0,0,0,0.032139872726104,0.449958218165456,0.257118981808832,1.25345503631806,0.257118981808832,0,5.75303721797262
2017-01-01,11012 Cádiz,0,0.00840908517562375,0.117727192458732,0,0.117727192458732,0.00840908517562375,0.109318107283109,0.126136277634356,0.20181804421497,0.0924999369318612,4.38954246167559,0.344772492200574,0.0588635962293662,10.0909022107485
2017-01-01,11015 Chiclana de la Frontera,0,0,0.0967995644019602,0,0.0362998366507351,0,0.0362998366507351,0.157299292153185,1.08899509952205,0.943795752919112,1.62139270373283,0.314598584306371,0.0362998366507351,7.64716558775486
2017-01-01,11020 Jerez de la Frontera,0,0.00939717145139313,0.0516844429826622,0,0.0845745430625382,0.00939717145139313,0.075177371611145,0.305408072170277,0.549734529906498,0.32890100079876,3.90922332377954,0.281915143541794,0.0281915143541794,11.0040877695814
2017-01-01,11022 Línea de la Concepción (La),0,0.031606561522172,0.205442649894118,0,0.031606561522172,0,0.031606561522172,0.15803280761086,0.410885299788236,0.284459053699548,2.11763962198552,0.679541072726698,0.268655772938462,10.3511488985113
2017-01-01,11027 Puerto de Santa María (El),0,0,0.090719404880704,0,0.090719404880704,0,0.090719404880704,0.192778735371496,0.669055610995192,0.362877619522816,3.7761952281593,0.374217545132904,0.068039553660528,11.2265263539871
2017-01-01,11028 Puerto Real,0,0,0.0723466853160344,0,0,0,0,0.120577808860057,0.554657920756264,0.409964550124195,1.92924494176092,0.313502303036149,0.0241155617720115,8.6092555526081
2017-01-01,11031 San Fernando,0,0,0.031266610386768,0,0.05211101731128,0.010422203462256,0.041688813849024,0.114644238084816,0.489843562726032,0.145910848471584,3.02243900405424,0.41688813849024,0.020844406924512,8.59831785636119
2017-01-01,11032 Sanlúcar de Barrameda,0.0147885241052943,0,0.10351966873706,0,0.0443655723158829,0,0.0443655723158829,0.192250813368826,0.591540964211772,0.325347530316474,3.50488021295475,0.428867199053534,0.0591540964211772,9.27240461401952
2017-01-01,Provincia de CÓRDOBA,0.00126324831672162,0.016422228117381,0.0416871944518134,0,0.0391606978183702,0.00505299326688647,0.0341077045514837,0.144010308106264,0.502772830055204,0.360025770265661,2.28268970831596,0.133904321572492,0.0404239461350918,7.20809489521355
2017-01-01,14021 Córdoba,0,0.0183705899102597,0.0306176498504328,0,0.0520500047457357,0.00306176498504328,0.0489882397606924,0.278620613638938,0.459264747756492,0.321485323429544,3.84251505622931,0.223508843908159,0.0520500047457357,10.4742980138331
2017-01-01,14038 Lucena,0,0,0.117329578786812,0,0.0234659157573624,0,0.0234659157573624,0.0938636630294497,0.727443388478235,0.469318315147249,1.73647776604482,0.164261410301537,0.0234659157573624,7.48562712659862
2017-01-01,14056 Puente Genil,0,0.0665070497472732,0.0665070497472732,0,0.0332535248736366,0.0332535248736366,0,0.133014099494546,1.19712689545092,0.964352221335462,1.76243681830274,0.166267624368183,0.0997605746209098,8.28012769353552
2017-01-01,Provincia de GRANADA,0.00327728448577222,0.00218485632384814,0.076469971334685,0,0.0338652730196462,0.00546214080962036,0.0284031322100259,0.205376494441726,0.816043836957282,0.585541494791303,2.83922079284066,0.274199468642942,0.133276235754737,8.88690309725232
