Fecha,Lugar,1. Homicidios dolosos y asesinatos consumados,2. Homicidios dolosos y asesinatos en grado tentativa,3. Delitos graves y menos graves de lesiones y riña tumultuaria,4. Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6.-Robos con violencia e intimidación,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8. Hurtos,9. Sustracciones de vehículos,10. Tráfico de drogas,11. Resto de criminalidad convencional,III. TOTAL INFRACCIONES PENALES
2021-01-01,ANDALUCÍA,0.00153584224584558,0.00567080213850674,0.0875430080131979,0.000472566844875562,0.0649779411703898,0.00767921122922788,0.0572987299411619,0.141179344906574,0.49087881011449,0.323590147028541,1.61015338220226,0.143069612286076,0.145668729932892,5.77134073475402,8.46249077460912
2021-01-01,Provincia de ALMERÍA,0.00274746031637006,0.00824238094911017,0.112645872971172,0.00412119047455508,0.0934136507565819,0.0206059523727754,0.0728076983838065,0.157978968191278,0.559108174381306,0.465694523624724,1.19514523762097,0.097534841231137,0.230786666575085,5.62542499776769,8.08714944123526
2021-01-01,04003 Adra,0,0.039351487486227,0.078702974972454,0,0.118054462458681,0,0.118054462458681,0.118054462458681,0.747678262238313,0.668975287265859,0.826381237210767,0.039351487486227,0.236108924917362,4.84023296080592,7.04391626003463
2021-01-01,04013 Almería,0.00496716702595842,0.00993433405191683,0.0447045032336257,0.00496716702595842,0.0894090064672515,0.0198686681038337,0.0695403383634178,0.193719514012378,0.347701691817089,0.253325518323879,1.33120076295686,0.18875234698642,0.362603192894964,5.68243907769643,8.26039876416884
2021-01-01,04902 Ejido (El),0,0.0119391580505743,0.155209054657466,0,0.107452422455168,0.0358174741517228,0.0716349483034457,0.25072231906206,0.716349483034456,0.608897060579288,1.36106401776547,0.0477566322022971,0.202965686859763,5.76661333842737,8.62007211251463
2021-01-01,04066 Níjar,0,0,0.315796122023622,0,0.157898061011811,0,0.157898061011811,0.189477673214173,0.915808753868503,0.757910692856692,1.01054759047559,0.0631592244047243,0.157898061011811,7.76858460178109,10.5791700877913
2021-01-01,04079 Roquetas de Mar,0,0,0.233661475318237,0,0.182865502422968,0.0711143620533764,0.111751140369592,0.294616642792559,0.426686172320258,0.365731004845936,2.00136133207359,0.091432751211484,0.406367783162151,8.4829274735099,12.1199191328112
2021-01-01,04102 Vícar,0,0,0.14870441280345,0,0.0371761032008625,0,0.0371761032008625,0.260232722406037,0.557641548012937,0.520465444812075,2.3792706048552,0.0371761032008625,0.223056619205175,8.66203204580096,12.3052901594855
2021-01-01,Provincia de CÁDIZ,0.00241148057672969,0.00803826858909898,0.117358721400845,0,0.0675214561484315,0.00562678801236929,0.0618946681360622,0.129416124284494,0.39869812201931,0.226679174212591,1.4943141307135,0.179253389536907,0.214621771328943,5.99413688689111,8.60577035148937
2021-01-01,11004 Algeciras,0.00812492890687207,0,0.154373649230569,0,0.0406246445343603,0.00812492890687207,0.0324997156274883,0.154373649230569,0.414371374250475,0.138123791416825,1.35686312744763,0.0974991468824648,0.503745592226068,6.5161929833114,9.24616909602041
