Fecha,Lugar,I. CRIMINALIDAD CONVENCIONAL,1. Homicidios dolosos y asesinatos consumados,2. Homicidios dolosos y asesinatos en grado tentativa,3. Delitos graves y menos graves de lesiones y riña tumultuaria,4. Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6. Robos con violencia e intimidación,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8. Hurtos,9. Sustracciones de vehículos,10. Tráfico de drogas,11. Resto de criminalidad convencional,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),12.-Estafas informáticas,13.-Otros ciberdelitos,III. TOTAL INFRACCIONES PENALES
2023,ANDALUCÍA,38.7294738305235,0.0082861518678912,0.0340782583862568,0.585982655333545,0.00396801638744086,0.357821713055696,0.0702572313305704,0.287564481725126,0.895838052646941,2.36843895784484,1.64567644350893,11.1445241432207,0.695219812352505,0.559023485171815,22.0762925842559,9.49137849239419,8.49563979187521,0.995738700518982,48.2208523229176
2023,Provincia de ALMERÍA,37.5557088285229,0.0106112054329372,0.0384656196943973,0.71625636672326,0.00397920203735144,0.477504244482173,0.103459252971138,0.374044991511036,0.871445246179966,2.67800297113752,2.12489388794567,8.53804117147708,0.462913837011885,0.619429117147708,23.1390598471986,6.60149617996604,5.85473259762309,0.746763582342954,44.157205008489
2023,04003 Adra,37.8249652708871,0,0.0396904147648343,0.436594562413177,0.0396904147648343,0.357213732883509,0.119071244294503,0.238142488589006,0.754117880531852,2.8974002778329,2.46080571541973,8.57312958920421,0.27783290335384,0.476284977178012,23.9730105179599,5.5566580670768,4.52470728319111,1.03195078388569,43.3816233379639
2023,04013 Almería,37.2074704105136,0.00498559164015994,0.0648126913220792,0.568357446978233,0.00498559164015994,0.483602389095514,0.104697424443359,0.378904964652155,1.22146995183918,1.6302884663323,1.2563690933203,10.6891084765029,0.712939604542871,0.962219186550868,20.8647010140693,8.03178813229766,7.37867562743671,0.653112504860952,45.2392585428113
2023,04902 Ejido (El),42.0672409002501,0.0333425951653237,0.0555709919422062,1.03362045012503,0,0.444567935537649,0.144484579049736,0.300083356487913,0.689080300083357,2.50069463739928,1.8338427340928,8.84690191719922,0.522367324256738,0.889135871075299,27.051958877466,5.03473186996388,4.52347874409558,0.511253125868297,47.101972770214
2023,04053 Huércal-Overa,28.7392900856793,0,0,0.391676866585067,0,0.440636474908201,0.0979192166462668,0.342717258261934,0.440636474908201,4.55324357405141,3.81884944920441,6.02203182374541,0.293757649938801,0.0489596083231334,16.5483476132191,5.72827417380661,5.14075887392901,0.587515299877601,34.4675642594859
2023,04066 Níjar,43.064093980157,0,0,1.52169943392781,0,0.547811796214012,0.0608679773571124,0.486943818856899,0.973887637713799,2.58688903767728,1.55213342260637,5.53898593949723,0.273905898107006,0.608679773571124,31.0122344634488,5.26508004139023,4.77813622253333,0.486943818856899,48.3291740215473
2023,04079 Roquetas de Mar,53.7226551497512,0.00938878978499671,0.00938878978499671,0.882546239789691,0,0.582104966669796,0.131443056989954,0.450661909679842,1.85898037742935,3.44568585109379,2.97624636184396,14.5244577973899,0.469439489249836,0.478828279034832,31.461834569524,6.98525960003756,6.08393578067787,0.901323819359685,60.7079147497888
2023,04102 Vícar,49.74331740131,0.0354044963710391,0,0.8143034165339,0,0.531067445565587,0.141617985484157,0.38944946008143,0.743494423791822,3.04478668790936,2.37210125685962,10.1610904584882,0.283235970968313,0.991325898389096,33.1386086032926,6.05416887944769,4.95662949194548,1.09753938750221,55.7974862807577
2023,Provincia de CÁDIZ,37.6125814548767,0.00959586226419168,0.0407824146228146,0.58454794292701,0.00159931037736528,0.329457937737248,0.0543765528304195,0.275081384906828,0.700497945285993,2.06391004198989,1.28024795708091,10.2563774500435,0.794857257550544,0.630927943870603,22.2000273482075,10.2923619335343,9.09207949532162,1.20028243821264,47.9049433884109
2023,11004 Algeciras,40.294729009455,0.00808806282807205,0.0566164397965043,1.09188848178973,0,0.428667329887819,0.0485283769684323,0.380138952919386,0.655133089073836,1.39923486925646,0.800718219979133,7.74836418929302,0.865422722603709,1.49629162319333,26.5450222017325,7.38440136202978,6.47045026245764,0.913951099572142,47.6791303714847
2023,11006 Arcos de la Frontera,23.907214163409,0,0.032307046166769,0.355377507834459,0.032307046166769,0.484605692501535,0.129228184667076,0.355377507834459,0.258456369334152,2.32610732400737,1.61535230833845,4.87836397118211,0.516912738668304,0.355377507834459,14.6673989597131,3.81223144767874,3.03686233967628,0.775369108002455,27.7194456110878
2023,11007 Barbate,49.5375038358687,0.0438384989697953,0.0438384989697953,0.74525448248652,0,0.526061987637543,0.0438384989697953,0.482223488667748,0.569900486607339,3.28788742273465,2.14808644951997,10.3458857568717,0.219192494848976,0.526061987637543,33.2295822191048,6.83880583928806,6.22506685371093,0.613738985577134,56.3763096751567
2023,11008 Barrios (Los),44.0976093150006,0.0412898963623601,0.0412898963623601,0.412898963623601,0,0.165159585449441,0.12386968908708,0.0412898963623601,0.412898963623601,1.36256657995788,0.660638341797762,11.0244023287502,0.578058549073042,0.289029274536521,29.7700152772617,10.9005326396631,9.82699533424171,1.07353730542136,54.9981419546637
2023,11012 Cádiz,38.3683179651376,0,0.0447183193066872,0.268309915840123,0,0.330915562869485,0.0447183193066872,0.286197243562798,0.912253713856418,1.72612712523813,0.751267764352345,15.266834211303,0.948028369301768,0.509788840096234,18.3613419073258,14.4261298083373,12.2885941454776,2.13753566285965,52.7944477734749
