Fecha,Lugar,I. CRIMINALIDAD CONVENCIONAL,1. Homicidios dolosos y asesinatos consumados,2. Homicidios dolosos y asesinatos en grado tentativa,3. Delitos graves y menos graves de lesiones y riña tumultuaria,4. Secuestro,5. Delitos contra la libertad sexual,5.1.-Agresión sexual con penetración,5.2.-Resto de delitos contra la libertad sexual,6. Robos con violencia e intimidación,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",7.1.-Robos con fuerza en domicilios,8. Hurtos,9. Sustracciones de vehículos,10. Tráfico de drogas,11. Resto de criminalidad convencional,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),12.-Estafas informáticas,13.-Otros ciberdelitos,III. TOTAL INFRACCIONES PENALES
2022-01-01,ANDALUCÍA,,0.00141636255198788,0.00672772212194244,0.123577632660943,0.00106227191399091,0.0800244841873154,0.00814408467393032,0.071880399513385,0.214106805775502,0.513667485520939,0.352792305657648,2.31669701420151,0.140692013497463,0.134554442438849,6.42013538773574,,,,9.95266162260618
2022-01-01,Provincia de ALMERÍA,,0.00273301703216214,0.00546603406432429,0.147582919736756,0,0.0983886131578372,0.0163981021929729,0.0819905109648643,0.210442311476485,0.684620766556617,0.513807202046483,1.74093184948729,0.125718783479459,0.159881496381485,6.29277171655334,,,,9.46853750792575
2022-01-01,04003 Adra,,0,0,0.19607074232383,0,0.117642445394298,0,0.117642445394298,0,0.823497117760088,0.70585467236579,1.13721030547822,0.0784282969295322,0.156856593859064,4.47041292498333,,,,6.98011842672836
2022-01-01,04013 Almería,,0.00996249122055461,0.00498124561027731,0.0896624209849915,0,0.0946436665952688,0.00996249122055461,0.0846811753747142,0.264006017344697,0.323780964668025,0.219174806852201,2.35114792805089,0.20423107002137,0.254043526124143,6.20165078479525,,,,9.79811011541546
2022-01-01,04902 Ejido (El),,0,0,0.142848639961907,0,0.0952324266412714,0,0.0952324266412714,0.249985119933337,0.607106719838105,0.452354026546039,2.15463365275876,0.190464853282543,0.0952324266412714,7.16624010475567,,,,10.7017439438129
2022-01-01,04066 Níjar,,0,0.0317884163010999,0.381460995613199,0,0.0635768326021998,0.0317884163010999,0.0317884163010999,0.317884163010999,0.794710407527497,0.445037828215398,1.81193972916269,0,0.158942081505499,8.77360289910357,,,,12.3339055248268
2022-01-01,04079 Roquetas de Mar,,0,0.0101291466193973,0.293745251962522,0,0.15193719929096,0.030387439858192,0.121549759432768,0.465940744492277,0.83059002279058,0.638136237022031,2.81590276019245,0.101291466193973,0.121549759432768,8.75158267915928,,,,13.5426690301342
2022-01-01,04102 Vícar,,0,0,0.255493101686255,0,0.145996058106431,0.0364990145266078,0.109497043579823,0.145996058106431,0.620483246952332,0.474487188845901,1.93444776991021,0.109497043579823,0.32849113073947,7.22680487626834,,,,10.7672092853493
2022-01-01,Provincia de CÁDIZ,,0.000802593983755498,0.00722334585379948,0.14446691707599,0,0.0794568043917943,0.00481556390253299,0.0746412404892613,0.170149924556166,0.471925262448233,0.286526052200713,2.1100195832932,0.178175864393721,0.197438120003852,6.61979517801535,,,,9.97945359401586
2022-01-01,11004 Algeciras,,0,0.0162625424858922,0.284594493503114,0,0.113837797401246,0,0.113837797401246,0.203281781073653,0.341513392203737,0.25206940853133,2.12226179440894,0.14636288237303,0.658632970678636,7.08233725260607,,,,10.9690849067343
2022-01-01,11006 Arcos de la Frontera,,0,0,0.0323603650249175,0,0.0323603650249175,0.0323603650249175,0,0,0.453045110348845,0.420684745323927,0.841369490647855,0.0323603650249175,0.0970810950747525,4.6275321985632,,,,6.1161089897094
2022-01-01,11007 Barbate,,0,0.0439348007556786,0.263608804534071,0,0,0,0,0.0439348007556786,0.790826413602214,0.6150872105795,2.50428364307368,0.0439348007556786,0.0878696015113571,9.44598216247089,,,,13.2243750274593
2022-01-01,11008 Barrios (Los),,0,0,0.0833924029520911,0,0.0416962014760455,0,0.0416962014760455,0.166784805904182,0.625443022140683,0.291873410332319,3.37739231955969,0.250177208856273,0,7.83888587749656,,,,12.3837718383855
2022-01-01,11012 Cádiz,,0,0,0.297608627148909,0,0.113791533909877,0.00875319491614439,0.105038338993733,0.367634186478064,0.393893771226498,0.21882987290361,3.14239697489584,0.35888099156192,0.148804313574455,7.30016456006442,,,,12.12317495886
2022-01-01,11015 Chiclana de la Frontera,,0,0,0.0579333997636317,0,0.0463467198109054,0,0.0463467198109054,0.034760039858179,0.382360438439969,0.231733599054527,0.683614117210854,0.034760039858179,0.0579333997636317,1.9349755521053,,,,3.23268370681065
2022-01-01,11014 Conil de la Frontera,,0,0,0.38823224915883,0,0.38823224915883,0.0862738331464067,0.301958416012423,0.215684582866017,3.66663790872228,2.545078077819,6.03916832024847,0.77646449831766,0.38823224915883,23.1645241998102,,,,35.0271762574411
2022-01-01,11020 Jerez de la Frontera,,0,0.00939845207494326,0.112781424899319,0,0.0563907124496595,0.00469922603747163,0.0516914864121879,0.272555110173354,0.314848144510599,0.145676007161621,3.16257912321841,0.197367493573808,0.0986837467869042,7.25560500185619,,,,11.4802092095432
2022-01-01,11022 Línea de la Concepción (La),,0,0,0.0789079144638207,0,0.0946894973565849,0,0.0946894973565849,0.157815828927641,0.18937899471317,0.0946894973565849,0.662826481496094,0.157815828927641,0.362976406533575,6.0285646650359,,,,7.73297561745443
2022-01-01,11027 Puerto de Santa María (El),,0,0.0112283853581855,0.12351223894004,0,0.0898270828654839,0,0.0898270828654839,0.190882551089153,0.404221872894678,0.213339321805524,2.18953514484617,0.202110936447339,0.145969009656411,6.75948798562767,,,,10.1167752077251
